"","Provider_Name","Difference","Percent"
"5214",71118,-0.0075075,"-31.01%"
"5215",71129,-0.0079,"-100%"
"5216",71201,-0.0123,"-41.97%"
"5217",71203,0.00458749999999999,"13.96%"
"5218",71220,-0.00418666666666667,"-29.2%"
"5219",71222,-0.017,"-100%"
"5220",71232,0.0022,"4.13%"
"5221",71241,0.00126,"7.15%"
"5222",71251,-0.011715,"-100%"
"5223",71254,0.00852,"71.36%"
"5224",71261,-0.000390000000000001,"-1.4%"
"5225",71263,0.01672,"50.86%"
"5226",71269,-0.00112,"-5.44%"
"5227",71270,-0.00673333333333333,"-31.02%"
"5228",71282,-0.01859,"-58.5%"
"5229",71291,-0.00925333333333333,"-42.62%"
"5230",71292,-0.00869,"-55.74%"
"5231",71295,-0.018355,"-70.7%"
"5232",71301,0.00199333333333333,"26.8%"
"5233",71303,0.00067,"12.27%"
"5234",71322,0.0163,"94.71%"
"5235",71323,-0.02094,"-42.19%"
"5236",71329,-0.00156,"-10.26%"
"5237",71334,-0.00212499999999999,"-8.42%"
"5238",71341,0.01108,"161.05%"
"5239",71342,-0.011885,"-18.61%"
"5240",71343,0.0135,"140.33%"
"5241",71350,0.00605,"106.89%"
"5242",71351,0.000665000000000001,"6.56%"
"5243",71358,-0.01515,"-52.81%"
"5244",71360,0.003525,"139.19%"
"5245",71378,-0.011995,"-100%"
"5246",71417,0.00068,"1.82%"
"5247",71418,-1.99999999999922e-05,"-0.03%"
"5248",71449,-0.007905,"-30.49%"
"5249",71457,-0.0181766666666667,"-33.93%"
"5250",71463,-0.00435,"-27.43%"
"5251",71467,-0.01786,"-19.59%"
"5252",71483,0.004165,"18.7%"
"5253",71486,-0.00763999999999999,"-10.54%"
"5254",71603,0.001428,"9.93%"
"5255",71635,-0.006335,"-26.42%"
"5256",71638,0.01296,"49.43%"
"5257",71653,-0.01882,"-100%"
"5258",71655,-0.000580000000000001,"-2.67%"
"5259",71671,0.000109999999999999,"1.18%"
"5260",71701,-0.015885,"-68.38%"
"5261",71730,-0.007,"-44.85%"
"5262",71742,-0.01459,"-47.77%"
"5263",71753,0.003335,"28.03%"
"5264",71801,0.00727,"43.27%"
"5265",71822,-0.00651,"-24.05%"
"5266",71832,0.00169,"16.54%"
"5267",71852,-0.000505,"-3.28%"
"5268",71854,0.0110833333333333,"122.78%"
"5269",71857,0.02459,"31.4%"
"5270",71860,-0.02658,"-41.96%"
"5271",71861,0.00671,"14.06%"
"5272",71901,-0.00663,"-32.46%"
"5273",71909,-0.02723,"-100%"
"5274",71913,0.005105,"136.86%"
"5275",71923,-0.0202,"-76.44%"
"5276",71943,0.00817999999999999,"11.27%"
"5277",72012,-0.02068,"-64.69%"
"5278",72015,0.0009425,"26.18%"
"5279",72021,-0.00566,"-27.11%"
"5280",72022,-0.001645,"-5.41%"
"5281",72023,-0.00274333333333333,"-12%"
"5282",72031,0.00233,"5.03%"
"5283",72032,0.02393,"217.35%"
"5284",72034,0.00455,"30.5%"
"5285",72042,-0.01179,"-13.96%"
"5286",72058,0.03462,"278.74%"
"5287",72064,0.00387,"33.65%"
"5288",72081,-0.000289999999999999,"-1.75%"
"5289",72086,0.005055,"91.25%"
"5290",72088,-0.01949,"-100%"
"5291",72101,-0.01025,"-49.42%"
"5292",72104,-0.02446,"-60.11%"
"5293",72110,-0.008815,"-52.88%"
"5294",72112,0.010515,"55.25%"
"5295",72113,-0.01295,"-53.38%"
"5296",72114,0.013095,"419.71%"
"5297",72116,0.00897,"25.38%"
"5298",72117,0.009565,"67.98%"
"5299",72120,-0.01381,"-32%"
"5300",72126,0.00085,"8.42%"
"5301",72143,0.00652,"22.49%"
"5302",72160,-0.02202,"-100%"
"5303",72202,0.0023,"8.9%"
"5304",72204,-0.00879,"-42.57%"
"5305",72205,0.00458142857142858,"13.77%"
"5306",72206,-0.01491,"-57.7%"
"5307",72210,-0.04177,"-100%"
"5308",72211,0.01289,"62.48%"
"5309",72212,-6e-04,"-2.95%"
"5310",72223,0.01047,"34.64%"
"5311",72301,0.00561499999999999,"18.62%"
"5312",72316,-0.02236,"-100%"
"5313",72335,-0.03306,"-72.93%"
"5314",72342,-0.01039,"-18.73%"
"5315",72360,-0.014,"-16.18%"
"5316",72370,-0.01235,"-100%"
"5317",72401,0.00815666666666667,"59.99%"
"5318",72404,0.000319999999999997,"1.78%"
"5319",72432,0.00599,"11.02%"
"5320",72447,-0.03035,"-76.03%"
"5321",72450,0.01297,"382.6%"
"5322",72454,-0.03267,"-67.18%"
"5323",72455,0.00689,"62.78%"
"5324",72461,-0.02186,"-100%"
"5325",72472,-0.01451,"-35.56%"
"5326",72476,0.00103,"6.12%"
"5327",72501,0.0068075,"66.67%"
"5328",72512,-0.05151,"-69.69%"
"5329",72513,-0.007085,"-100%"
"5330",72519,-0.01454,"-25.11%"
"5331",72521,0.01292,"29.87%"
"5332",72543,-0.00159,"-28.32%"
"5333",72560,0.00192,"14.68%"
"5334",72601,0.00707666666666667,"36.84%"
"5335",72616,0.03964,"161.66%"
"5336",72635,-0.00196,"-13.07%"
"5337",72650,0.01332,"70.29%"
"5338",72653,-0.0168366666666667,"-64.07%"
"5339",72687,-0.01034,"-100%"
"5340",72703,0.004925,"45.76%"
"5341",72704,0.00868,"77.09%"
"5342",72712,0.00721,"15.63%"
"5343",72714,-0.01517,"-50.48%"
"5344",72715,-0.01794,"-36.85%"
"5345",72740,-0.00889,"-12.21%"
"5346",72753,-0.00059,"-3.31%"
"5347",72758,0.006126,"29.22%"
"5348",72761,0.01127,"22.64%"
"5349",72762,-0.00566,"-21.39%"
"5350",72764,-0.00727,"-36.43%"
"5351",72801,0.00715,"82.4%"
"5352",72823,-0.00743,"-23.81%"
"5353",72830,-0.00715,"-21.55%"
"5354",72833,-0.01373,"-100%"
"5355",72834,0.02595,"110.38%"
"5356",72853,0.05621,"101.12%"
"5357",72855,-0.04714,"-49.47%"
"5358",72901,-0.00829,"-48.37%"
"5359",72903,-0.00161666666666666,"-2.99%"
"5360",72904,-0.00184,"-5.05%"
"5361",72908,0.01186,"53.98%"
"5362",72921,-0.0444,"-35.09%"
"5363",72923,-0.0142,"-18.27%"
"5364",72927,-0.00362999999999999,"-8.56%"
"5365",72933,-0.00226,"-5.13%"
"5366",72949,0.03375,"33.36%"
"5367",72956,0.0220266666666667,"79.2%"
"5368",72958,-0.00595,"-36.77%"
"5369",73005,0.0044,"7.92%"
"5370",73008,-0.007385,"-49.92%"
"5371",73013,-0.006705,"-35.86%"
"5372",73015,0.01782,"96.01%"
"5373",73018,-0.02361,"-28.32%"
"5374",73023,0.006405,"26.92%"
"5375",73024,0.00375,"11.99%"
"5376",73028,-0.06787,"-60.08%"
"5377",73030,-0.01465,"-33.91%"
"5378",73034,-0.00743,"-14.92%"
"5379",73036,-0.01654,"-43.25%"
"5380",73040,-0.05023,"-50.56%"
"5381",73044,0.006455,"64.87%"
"5382",73048,-0.002,"-6.6%"
"5383",73049,-0.00434,"-13.87%"
"5384",73051,0.001535,"6.1%"
"5385",73052,0.00223,"12.47%"
"5386",73055,0.01384,"152.93%"
"5387",73068,0.04936,"341.36%"
"5388",73075,0.003805,"11.67%"
"5389",73077,-0.01238,"-49.98%"
"5390",73086,-0.02252,"-57.41%"
"5391",73089,0.00751,"20.42%"
"5392",73096,-0.00793,"-19.81%"
"5393",73098,0.00386,"19.77%"
"5394",73099,-0.00445333333333333,"-14.41%"
"5395",73109,-0.02605,"-48.32%"
"5396",73110,0.0039,"11.15%"
"5397",73111,0.00498,"96.05%"
"5398",73112,-0.0123666666666667,"-49.07%"
"5399",73117,-0.01516,"-100%"
"5400",73119,-0.009345,"-52.59%"
"5401",73120,-0.00875,"-20.2%"
"5402",73121,-0.00034,"-1.99%"
"5403",73127,0.016,"142.73%"
"5404",73130,-0.00368,"-15.75%"
"5405",73132,-0.00424,"-16.79%"
"5406",73139,-3.99999999999992e-05,"-0.52%"
"5407",73142,-0.01849,"-22.15%"
"5408",73160,0.04301,"470.05%"
"5409",73162,0.00085,"5.57%"
"5410",73401,-0.010146,"-30.43%"
"5411",73439,0.0061,"24.72%"
"5412",73446,-0.01071,"-25.68%"
"5413",73448,-0.03162,"-49.98%"
"5414",73460,-0.04135,"-63.77%"
"5415",73505,-0.0189266666666667,"-57.99%"
"5416",73507,-0.00407,"-11.78%"
"5417",73521,-0.021025,"-100%"
"5418",73529,-0.01609,"-25.73%"
"5419",73533,0.00439333333333333,"21.77%"
"5420",73566,-0.01095,"-52.12%"
"5421",73568,-0.01185,"-18.44%"
"5422",73573,-0.01976,"-50.86%"
"5423",73601,-0.015815,"-40.59%"
"5424",73632,-0.02419,"-28.04%"
"5425",73644,0.02918,"116.42%"
"5426",73651,-0.000559999999999998,"-3.13%"
"5427",73701,0.000385999999999998,"5.42%"
"5428",73703,-0.01915,"-56.51%"
"5429",73706,-0.00542,"-25.08%"
"5430",73717,-0.01926,"-44.56%"
"5431",73737,0.05963,"125.85%"
"5432",73742,-0.01902,"-100%"
"5433",73750,-0.00848,"-27.44%"
"5434",73763,-0.01306,"-21.24%"
"5435",73859,-0.02465,"-100%"
"5436",73932,0.04415,"201.97%"
"5437",73942,-0.01087,"-16.57%"
"5438",74002,-0.0307,"-100%"
"5439",74006,-0.0155966666666667,"-31.86%"
"5440",74012,0.00569333333333333,"49.93%"
"5441",74017,-0.0162166666666667,"-43.62%"
"5442",74020,0.02713,"33.93%"
"5443",74021,-0.01334,"-22.1%"
"5444",74029,-0.00185,"-10.74%"
"5445",74030,-0.01647,"-46.74%"
"5446",74036,0.04596,"44.79%"
"5447",74044,-0.02043,"-62.23%"
"5448",74048,-0.034155,"-43.99%"
"5449",74055,0.0120166666666667,"53.08%"
"5450",74058,0.02819,"156.35%"
"5451",74063,-0.01913,"-25.27%"
"5452",74066,-0.00726,"-24.05%"
"5453",74074,0.00064,"4.48%"
"5454",74105,-0.023015,"-58.61%"
"5455",74106,-0.01342,"-38.86%"
"5456",74107,0.00454,"15.4%"
"5457",74110,-0.00014,"-1.95%"
"5458",74114,-0.01144,"-19.8%"
"5459",74128,-0.00889,"-100%"
"5460",74129,0.01122,"26.73%"
"5461",74132,-0.02382,"-100%"
"5462",74135,0.01571,"86.96%"
"5463",74136,0.00983,"84.25%"
"5464",74137,0.00739,"26.18%"
"5465",74301,-0.02084,"-42.16%"
"5466",74337,0.0319,"180.23%"
"5467",74338,0.00135,"14.87%"
"5468",74339,0.01013,"22.68%"
"5469",74344,0.01507,"40.27%"
"5470",74345,0.00158,"4.37%"
"5471",74346,0.02104,"104.47%"
"5472",74354,-0.00435,"-18.44%"
"5473",74362,-0.01289,"-29.29%"
"5474",74401,0.00476,"21.63%"
"5475",74403,0.000534,"1.06%"
"5476",74429,-0.01569,"-29.96%"
"5477",74432,-0.01061,"-14.88%"
"5478",74434,-0.00052,"-0.85%"
"5479",74435,-0.0701,"-50.73%"
"5480",74437,-0.000975000000000004,"-2.16%"
"5481",74462,0.02377,"169.54%"
"5482",74464,0.00956,"56.24%"
"5483",74467,-0.04535,"-61.83%"
"5484",74469,-0.00566,"-3.67%"
"5485",74501,0.0152175,"169.93%"
"5486",74502,-0.00626,"-46.65%"
"5487",74523,0.001105,"7.8%"
"5488",74525,0.01365,"44.4%"
"5489",74538,-0.03541,"-43.34%"
"5490",74547,-0.00441,"-15.24%"
"5491",74561,-0.01832,"-28.71%"
"5492",74571,0.02132,"29.33%"
"5493",74578,0.026855,"260.22%"
"5494",74601,0.03248,"100.43%"
"5495",74604,-0.008085,"-43.27%"
"5496",74631,-0.000790000000000003,"-3.92%"
"5497",74637,-0.06495,"-100%"
"5498",74653,-0.01732,"-14.15%"
"5499",74701,-0.00372333333333333,"-46.89%"
"5500",74728,0.00982,"69.55%"
"5501",74730,0.01752,"72.64%"
"5502",74733,-0.01867,"-100%"
"5503",74743,0.008515,"27.34%"
"5504",74745,0.025535,"441.78%"
"5505",74801,-0.00105,"-2.82%"
"5506",74804,0.00516,"71.77%"
"5507",74820,-0.00141333333333334,"-3.55%"
"5508",74834,-0.02213,"-100%"
"5509",74848,-0.003335,"-33.2%"
"5510",74851,0.00109,"7.35%"
"5511",74859,-0.000215,"-0.75%"
"5512",74868,-0.013405,"-100%"
"5513",74884,0.013105,"114.6%"
"5514",74901,0.05055,"216.12%"
"5515",74902,-0.01518,"-57.43%"
"5516",74937,-0.12373,"-100%"
"5517",74953,0.00296,"10.16%"
"5518",74954,-0.000750000000000001,"-4.32%"
"5519",74955,-0.04138,"-56.39%"
"5520",74959,0.0233,"85.63%"
"5521",74960,-0.00816,"-36.43%"
"5522",75002,0.00876,"52.46%"
"5523",75006,-0.00476,"-22.7%"
"5524",75009,0.00651,"83.68%"
"5525",75010,-0.00866,"-25.53%"
"5526",75013,-0.02139,"-100%"
"5527",75019,0.01137,"26.9%"
"5528",75020,-0.0082725,"-36.98%"
"5529",75021,0.0229,"48.78%"
"5530",75032,-0.012875,"-26.61%"
"5531",75035,0.000989999999999998,"4.07%"
"5532",75040,0.020175,"606.77%"
"5533",75041,-0.01279,"-41.36%"
"5534",75042,0.00235,"26.55%"
"5535",75044,0.005085,"135.24%"
"5536",75051,-0.00409,"-28.64%"
"5537",75057,0.02477,"215.39%"
"5538",75061,-0.01937,"-69.1%"
"5539",75062,-0.00976,"-27.28%"
"5540",75069,0.00872333333333333,"62.22%"
"5541",75070,-0.02654,"-54.51%"
"5542",75071,-0.0129,"-100%"
"5543",75074,-0.00156,"-3.4%"
"5544",75075,0.000695000000000001,"2.73%"
"5545",75080,0.00630333333333333,"73.12%"
"5546",75081,0.00782,"31.91%"
"5547",75087,-0.00257,"-24.64%"
"5548",75093,-0.01391,"-100%"
"5549",75098,0.008435,"69.91%"
"5550",75103,-0.018955,"-100%"
"5551",75104,-0.003435,"-23.53%"
"5552",75110,0.004032,"50.68%"
"5553",75115,-0.00249666666666667,"-12.74%"
"5554",75116,0.014445,"60.36%"
"5555",75119,0.00831,"106.31%"
"5556",75126,0.00734,"54.74%"
"5557",75134,-0.01569,"-25.51%"
"5558",75140,-0.00635,"-24.64%"
"5559",75142,0.013335,"179.48%"
"5560",75143,-0.01017,"-51.86%"
"5561",75144,-0.01673,"-100%"
"5562",75146,-0.00536,"-46.25%"
"5563",75147,-0.00588,"-22.38%"
"5564",75148,0.000320000000000001,"3.28%"
"5565",75149,0.00470333333333333,"87.15%"
"5566",75150,0.004325,"35.51%"
"5567",75154,-0.00149,"-10.21%"
"5568",75159,-0.01166,"-50.54%"
"5569",75160,-0.01435,"-51.96%"
"5570",75165,-0.000416666666666667,"-6.44%"
"5571",75180,0.01223,"123.66%"
"5572",75189,0.02271,"251.5%"
"5573",75204,0.01063,"80.59%"
"5574",75209,-0.01035,"-100%"
"5575",75215,-0.001425,"-4.68%"
"5576",75216,-0.01787,"-69.02%"
"5577",75218,-0.06675,"-100%"
"5578",75225,-0.004185,"-25.26%"
"5579",75227,-0.0069675,"-23.83%"
"5580",75228,-0.00216,"-8.59%"
"5581",75230,-0.000485000000000001,"-4.42%"
"5582",75231,-0.0297066666666667,"-69.4%"
"5583",75233,0.01815,"276.26%"
"5584",75235,-0.00594,"-16.53%"
"5585",75237,-0.00283,"-16.44%"
"5586",75238,-0.022935,"-52.49%"
"5587",75243,-0.00822666666666667,"-36%"
"5588",75252,0.02091,"76.3%"
"5589",75254,0.00572,"10.27%"
"5590",75401,-0.01838,"-40.59%"
"5591",75402,0.006935,"37.75%"
"5592",75418,0.00498,"53.02%"
"5593",75426,0.000504999999999999,"2.63%"
"5594",75442,-0.004315,"-100%"
"5595",75446,-0.01825,"-100%"
"5596",75455,-0.00701333333333333,"-30.26%"
"5597",75457,-0.01715,"-35.14%"
"5598",75460,0.00436,"26.16%"
"5599",75462,-0.01214,"-65.22%"
"5600",75479,-0.01178,"-100%"
"5601",75482,-0.006025,"-17.46%"
"5602",75494,-0.0297,"-47.36%"
"5603",75495,0.00232,"15.51%"
"5604",75501,-0.003255,"-6.61%"
"5605",75503,-0.003614,"-15.61%"
"5606",75559,-0.01331,"-100%"
"5607",75563,0.04758,"72.17%"
"5608",75601,-0.000926666666666666,"-4.53%"
"5609",75604,-0.01616,"-100%"
"5610",75605,-0.004218,"-13.38%"
"5611",75633,0.00235,"22.01%"
"5612",75638,-0.00937,"-31.42%"
"5613",75644,-0.01849,"-73.39%"
"5614",75647,-0.008135,"-57.21%"
"5615",75652,0.01231,"281.05%"
"5616",75656,0.000724999999999998,"4.76%"
"5617",75657,-0.00857,"-100%"
"5618",75662,-0.00604666666666667,"-24.04%"
"5619",75670,0.001575,"19.44%"
"5620",75672,0.01523,"71.91%"
"5621",75686,-0.05495,"-100%"
"5622",75701,-0.004356,"-25.97%"
"5623",75702,0.00928,"63.52%"
"5624",75703,-0.010846,"-84.16%"
"5625",75708,-0.000380000000000002,"-1.26%"
"5626",75751,-0.0031575,"-39.49%"
"5627",75758,0.01916,"155.39%"
"5628",75766,-0.004258,"-25.59%"
"5629",75771,0.009125,"79.52%"
"5630",75773,0.00531500000000001,"13.15%"
"5631",75783,0.01346,"108.46%"
"5632",75791,7.00000000000006e-05,"0.73%"
"5633",75801,0.00836666666666666,"90.26%"
"5634",75835,-0.0030575,"-17.14%"
"5635",75840,-0.02547,"-100%"
"5636",75860,-0.00128,"-6.87%"
"5637",75862,-0.000640000000000002,"-1.57%"
"5638",75901,0.0201,"188.56%"
"5639",75904,-0.002954,"-12.83%"
"5640",75935,0.00167333333333334,"9.13%"
"5641",75939,-0.00148,"-5.28%"
"5642",75941,0.00459,"29.75%"
"5643",75946,-0.01639,"-47.76%"
"5644",75948,-0.027095,"-59.85%"
"5645",75949,0.03453,"87.77%"
"5646",75951,-0.019455,"-56.19%"
"5647",75956,0.02757,"204.68%"
"5648",75961,-0.014245,"-35.23%"
"5649",75964,-0.007625,"-34.39%"
"5650",75965,-0.005585,"-27.95%"
"5651",75966,-0.02289,"-27.41%"
"5652",75972,-0.00206666666666667,"-5.67%"
"5653",75976,-0.00297,"-15.21%"
"5654",75979,-0.011,"-100%"
"5655",76002,-0.05633,"-65.97%"
"5656",76011,-0.00299,"-41.78%"
"5657",76012,0.00346,"23.15%"
"5658",76014,-0.00722,"-21.54%"
"5659",76015,-0.03727,"-100%"
"5660",76016,5.99999999999976e-05,"0.16%"
"5661",76020,6e-04,"2.14%"
"5662",76021,0.000419999999999997,"1.42%"
"5663",76022,-0.02516,"-41.05%"
"5664",76028,0.00312,"81.57%"
"5665",76031,-0.00884,"-100%"
"5666",76033,-0.00643,"-63.29%"
"5667",76036,-0.000549999999999998,"-2.11%"
"5668",76040,0.000709999999999999,"4.51%"
"5669",76048,-0.000100000000000001,"-1.08%"
"5670",76050,0.0307,"257.33%"
"5671",76051,-0.0051825,"-16.58%"
"5672",76054,0.01075,"239.96%"
"5673",76060,0.02688,"110.57%"
"5674",76063,-0.00291666666666667,"-15.19%"
"5675",76067,-0.000135,"-0.73%"
"5676",76086,-0.00889285714285714,"-54.88%"
"5677",76087,-0.00577,"-16.92%"
"5678",76103,-4e-04,"-6.73%"
"5679",76104,-0.00421833333333333,"-41.86%"
"5680",76105,-0.01137,"-100%"
"5681",76106,0.003845,"12.2%"
"5682",76108,0.00857666666666667,"80.18%"
"5683",76109,-0.019935,"-41.92%"
"5684",76114,0.009335,"51.52%"
"5685",76116,0.02602,"65.69%"
"5686",76117,-0.01713,"-57.23%"
"5687",76118,-0.00375,"-46.18%"
"5688",76119,0.005405,"101.89%"
"5689",76126,0.00441,"19.67%"
"5690",76132,-0.0031225,"-13.73%"
"5691",76133,0.00882333333333333,"46.7%"
"5692",76134,0.00574,"30.88%"
"5693",76135,-0.001905,"-13.99%"
"5694",76137,0.000660000000000001,"1.67%"
"5695",76148,-0.01451,"-40.54%"
"5696",76180,-0.000185000000000001,"-0.6%"
"5697",76201,-0.005055,"-43.68%"
"5698",76208,0.014945,"55.78%"
"5699",76230,0.00951,"70.71%"
"5700",76233,0.00971,"21.85%"
"5701",76234,-0.00509666666666667,"-31.72%"
"5702",76240,1.49999999999994e-05,"0.23%"
"5703",76244,0.005985,"100.76%"
"5704",76248,0.000150000000000001,"1.81%"
"5705",76255,0.00927,"11.32%"
"5706",76258,0.004825,"16.8%"
"5707",76301,-0.003125,"-6.63%"
"5708",76302,-0.011755,"-100%"
"5709",76306,0.00724,"39.8%"
"5710",76310,0.01617,"51.33%"
"5711",76354,-0.009395,"-100%"
"5712",76365,-0.00018,"-0.67%"
"5713",76374,-0.05996,"-100%"
"5714",76380,-0.01882,"-100%"
"5715",76424,-0.00304,"-10.8%"
"5716",76426,0.03372,"219.82%"
"5717",76437,-0.01721,"-100%"
"5718",76444,-0.00554,"-13.76%"
"5719",76446,-0.01275,"-43.06%"
"5720",76448,0.00458,"10%"
"5721",76450,-0.00614000000000001,"-8.18%"
"5722",76502,-0.00461333333333333,"-100%"
"5723",76504,-0.001155,"-9.55%"
"5724",76505,-0.01968,"-62.32%"
"5725",76511,-0.00938,"-44.12%"
"5726",76513,-0.004695,"-16.01%"
"5727",76520,0.000875000000000004,"3.42%"
"5728",76522,-0.01239,"-44.33%"
"5729",76528,-0.00318,"-10.35%"
"5730",76530,-0.01471,"-100%"
"5731",76531,0.01448,"68.08%"
"5732",76543,-0.00468,"-13.9%"
"5733",76548,0.00094,"10.42%"
"5734",76550,-0.0103533333333333,"-32.35%"
"5735",76574,0.02237,"102.71%"
"5736",76629,-0.0206,"-57.57%"
"5737",76634,-0.0208766666666667,"-45.6%"
"5738",76642,-0.007205,"-19.13%"
"5739",76643,-0.0094,"-41.12%"
"5740",76645,-0.00595,"-15.77%"
"5741",76651,-0.01207,"-29.21%"
"5742",76665,-0.03802,"-100%"
"5743",76667,0.00752333333333333,"94.24%"
"5744",76689,0.0033,"11.26%"
"5745",76692,0.0031,"36.95%"
"5746",76705,0.01919,"66.17%"
"5747",76708,0.000699999999999999,"3.84%"
"5748",76710,0.01318,"343.68%"
"5749",76712,-0.0124271428571429,"-50.29%"
"5750",76801,0.00215666666666667,"11.24%"
"5751",76825,0.00148,"7.2%"
"5752",76834,-0.01567,"-61.39%"
"5753",76844,-0.003045,"-19.45%"
"5754",76859,-0.07243,"-70.41%"
"5755",76901,-0.0117266666666667,"-33.43%"
"5756",76903,0.0095225,"23.44%"
"5757",76904,-0.001715,"-5.69%"
"5758",76932,0.00727000000000001,"14.98%"
"5759",76943,-0.00902,"-12.03%"
"5760",76951,0.01166,"84.49%"
"5761",77004,-0.035835,"-100%"
"5762",77008,-0.00559,"-18.45%"
"5763",77009,-0.02361,"-59.17%"
"5764",77014,0.00387,"68.68%"
"5765",77021,-0.01922,"-44.9%"
"5766",77024,0.00519,"5.19%"
"5767",77029,-0.000379999999999999,"-4.84%"
"5768",77035,0.00624,"32.81%"
"5769",77036,0.0079,"35.53%"
"5770",77038,0.00352,"9.79%"
"5771",77040,-0.00509,"-34.74%"
"5772",77045,-0.00524,"-17.33%"
"5773",77049,0.018225,"58.54%"
"5774",77054,0.022045,"82.43%"
"5775",77055,-0.00439,"-23.14%"
"5776",77063,-0.0186266666666667,"-32.39%"
"5777",77064,-0.00229666666666667,"-10.06%"
"5778",77070,-0.0096,"-32.54%"
"5779",77074,0.002265,"41.11%"
"5780",77077,-0.00911,"-50.55%"
"5781",77083,-0.02069,"-28.56%"
"5782",77084,-0.01896,"-63.45%"
"5783",77087,-0.0109766666666667,"-40.74%"
"5784",77089,0.002085,"11.06%"
"5785",77090,-0.0035,"-19.33%"
"5786",77091,0.000650000000000001,"3.14%"
"5787",77095,0.00201,"11.8%"
"5788",77301,0.00264,"8.95%"
"5789",77327,0.0103,"110.87%"
"5790",77338,0.000302500000000001,"1.03%"
"5791",77339,-0.02164,"-31.59%"
"5792",77340,-0.00562666666666667,"-19.03%"
"5793",77351,-0.00046,"-5.18%"
"5794",77365,-0.0084,"-100%"
"5795",77371,-0.00871,"-16.08%"
"5796",77375,-0.0090425,"-29.19%"
"5797",77377,-0.0094,"-20.61%"
"5798",77378,-0.01995,"-39.5%"
"5799",77381,-0.008575,"-37.4%"
"5800",77384,0.01278,"69.04%"
"5801",77389,0.00068,"2.54%"
"5802",77414,-2.66666666666679e-05,"-0.25%"
"5803",77418,-0.02537,"-73.13%"
"5804",77434,-0.00222,"-7.56%"
"5805",77437,0.015535,"105.93%"
"5806",77449,0.00645,"74.74%"
"5807",77450,-0.03135,"-100%"
"5808",77459,-0.016795,"-32.12%"
"5809",77461,-0.01972,"-100%"
"5810",77469,0.0030625,"19.19%"
"5811",77471,-0.008605,"-69.17%"
"5812",77474,0.00535,"26.72%"
"5813",77488,-0.003875,"-21.52%"
"5814",77494,0.0052,"11.78%"
"5815",77503,0.00894,"30.6%"
"5816",77504,-0.0107233333333333,"-62.65%"
"5817",77505,-0.00706,"-27.83%"
"5818",77511,-0.014925,"-32.33%"
"5819",77515,0.00481,"28.42%"
"5820",77520,-0.00483,"-28.25%"
"5821",77521,0.00367,"24.59%"
"5822",77531,0.000335000000000002,"2.04%"
"5823",77536,-0.01313,"-100%"
"5824",77546,-0.035885,"-75.02%"
"5825",77550,0.05708,"149.19%"
"5826",77566,0.00987,"22.69%"
"5827",77568,-0.015,"-23.71%"
"5828",77571,0.01832,"30.94%"
"5829",77573,-0.0010775,"-3.13%"
"5830",77575,-0.01258,"-36.21%"
"5831",77581,0.00855,"48.69%"
"5832",77584,0.0115,"371.57%"
"5833",77590,-0.00203333333333333,"-11.85%"
"5834",77591,-0.00458,"-11.79%"
"5835",77598,-0.0112666666666667,"-38.57%"
"5836",77619,0.004595,"24.86%"
"5837",77630,-0.00301,"-34.13%"
"5838",77642,-0.000137499999999999,"-1.43%"
"5839",77656,-6.33333333333319e-05,"-0.29%"
"5840",77657,-0.00969,"-10.95%"
"5841",77662,-0.033655,"-100%"
"5842",77665,-0.0178,"-22.79%"
"5843",77703,0.01858,"85.82%"
"5844",77706,0.003095,"50.9%"
"5845",77707,-0.0120233333333333,"-28.36%"
"5846",77802,0.0065275,"41.82%"
"5847",77833,-0.0225475,"-74.09%"
"5848",77836,0.01133,"52.58%"
"5849",77845,-0.04865,"-59.74%"
"5850",77864,-0.01155,"-35.44%"
"5851",77868,-0.007735,"-46.37%"
"5852",77901,0.0163833333333333,"78.51%"
"5853",77904,0.00863666666666667,"35.55%"
"5854",77954,0.02322,"533.18%"
"5855",77957,-0.01246,"-64.49%"
"5856",77962,0.01132,"30.08%"
"5857",77964,0.004715,"29.06%"
"5858",77975,0.0023,"5.64%"
"5859",77979,-0.0146,"-49.91%"
"5860",77995,0.000135,"0.65%"
"5861",78003,-0.0059,"-100%"
"5862",78006,-0.00116,"-6.86%"
"5863",78009,0.000529999999999999,"3.53%"
"5864",78016,-0.00197,"-8.37%"
"5865",78022,0.00067,"4.82%"
"5866",78026,-0.01495,"-100%"
"5867",78028,0.002446,"16.08%"
"5868",78040,0.01898,"248.1%"
"5869",78041,-0.00537,"-18.89%"
"5870",78043,0.0051,"52.9%"
"5871",78052,-0.01505,"-100%"
"5872",78061,-0.0135,"-49.76%"
"5873",78064,0.00752,"59.81%"
"5874",78065,0.02211,"78.15%"
"5875",78071,0.04055,"134.18%"
"5876",78076,-0.02477,"-56.76%"
"5877",78102,-0.007965,"-100%"
"5878",78109,0.000539999999999999,"1.4%"
"5879",78114,-0.00474333333333333,"-33.02%"
"5880",78118,0.02666,"167.62%"
"5881",78121,-0.02307,"-48.91%"
"5882",78130,0.004206,"27.1%"
"5883",78154,-0.00149333333333333,"-16.39%"
"5884",78155,-0.002818,"-16.24%"
"5885",78160,-0.00442,"-12.11%"
"5886",78201,0.00774666666666667,"43.15%"
"5887",78202,0.00717,"36.94%"
"5888",78208,-0.01155,"-32.81%"
"5889",78209,-0.008544,"-43%"
